school_name,department_name,department_id,score
國立政治大學,歐洲語文學系法文組,6342,1.207902
國立政治大學,傳播學院大一大二不分系(自然組),6262,1.204948
國立成功大學,台灣文學系,4042,1.203962
國立臺北大學,法律學系財經法組,99032,1.203581
國立政治大學,哲學系,6032,1.203224
國立成功大學,心理學系,4382,1.201017
國立中央大學,向日葵聯合招生丙組(理學),16342,1.188599
國立成功大學,化學系,4072,1.188522
國立政治大學,公共行政學系,6102,1.183118
國立清華大學,幼兒教育學系,11062,1.180548
國立政治大學,金融學系,6182,1.174013
實踐大學,服裝設計學系(臺北校區),50052,1.169202
國立成功大學,光電科學與工程學系,4092,1.16289
國立政治大學,中國文學系,6012,1.158656
國立臺灣師範大學,教育學系,2012,1.158216
開南大學,資訊傳播學系,110112,1.156345
高雄醫學大學,薪火招生D組,7242,1.138396
國立交通大學,旋坤揚帆招生甲組(電機資訊),13262,1.133258
國立中央大學,資訊工程學系,16212,1.124402
長庚大學,醫學系(公費生),30202,1.123825
國立中山大學,音樂學系創作與應用組,27282,1.12122
國立臺灣師範大學,美術學系西畫組,2372,1.121078
國立陽明大學,醫學系(公費生),25152,1.119534
國立政治大學,社會學系,6082,1.114599
國立臺灣體育運動大學,運動資訊與傳播學系(資訊組),60042,1.111309
國立臺灣師範大學,化學系,2182,1.110502
國立清華大學,動力機械工程學系乙組,11292,1.109822
國立交通大學,運輸與物流管理學系,13212,1.103427
國立成功大學,經濟學系,4362,1.100475
國立成功大學,資訊工程學系(APCS組),4412,1.100293
國立臺灣師範大學,教育學院學士班,2102,1.096622
國立臺灣大學,動物科學技術學系,1402,1.093846
國立臺灣藝術大學,電影學系,56032,1.092968
中山醫學大學,牙醫學系,26022,1.090099
國立臺北教育大學,特殊教育學系(公費生),32282,1.088999
國立清華大學,竹師教育學院學士班乙組(永續發展教育組),11112,1.088735
國立成功大學,醫學系(公費生),4482,1.087893
國立陽明大學,護理學系,25062,1.084431
國立臺北大學,飛鳶組招生,99222,1.078509
國立政治大學,斯拉夫語文學系,6302,1.077377
國立交通大學,工業工程與管理學系,13222,1.07653
國立政治大學,地政學系土地管理組,6122,1.074917
國立交通大學,理學院科學學士學位學程(丙組),13122,1.064455
國立成功大學,歷史學系,4032,1.063429
國立交通大學,理學院科學學士學位學程(乙組),13112,1.063289
國立清華大學,工程與系統科學系甲組(低碳綠能組),11242,1.06307
國立陽明大學,生命科學系暨基因體科學研究所,25092,1.058061
國立中正大學,哲學系,41042,1.055549
國立政治大學,資訊科學系,6402,1.052993
國立成功大學,成星招生丁組(工),4522,1.050908
國立中山大學,西灣南星C組(理),27232,1.049071
國立清華大學,工學院學士班,11322,1.047503
國立清華大學,物理學系光電物理組,11202,1.046262
國立清華大學,竹師教育學院學士班甲組(雙專長組),11102,1.041211
國立臺灣師範大學,特殊教育學系,2082,1.038263
馬偕醫學院,聽力暨語言治療學系語言組,152052,1.036645
國立臺北教育大學,幼兒與家庭教育學系,32042,1.033235
國立成功大學,統計學系,4262,1.027494
長庚大學,醫學生物技術暨檢驗學系,30042,1.02705
國立臺中教育大學,教育學系,31012,1.025729
國立高雄大學,土木與環境工程學系環境工程組,101202,1.025259
國立清華大學,英語教學系,11092,1.014823
國立政治大學,政星招生乙組,6442,1.010324
國立中山大學,財務管理學系,27152,1.004429
國立臺北教育大學,幼兒與家庭教育學系(公費生),32292,1.000868
國立成功大學,生命科學系,4452,0.999758
國立彰化師範大學,揚鷹招生B組(管理),23232,0.996614
國立中興大學,農藝學系,3272,0.991763
輔仁大學,廣告傳播學系,20072,0.989888
國立政治大學,經濟學系,6142,0.982533
國立中興大學,植物病理學系,3312,0.981188
實踐大學,音樂學系(臺北校區),50692,0.976049
國立高雄師範大學,特殊教育學系,22142,0.974963
國立清華大學,清華學院學士班甲組(不分系招生-音樂),11422,0.970709
國立臺灣師範大學,華語文教學系應用華語文學組,2292,0.967746
國立臺灣師範大學,資訊工程學系,2212,0.967562
國立臺北教育大學,體育學系,32342,0.967009
國立政治大學,地政學系土地資源規劃組,6112,0.961636
國立成功大學,會計學系,4272,0.961068
國立政治大學,應用數學系,6382,0.951096
臺北醫學大學,醫學檢驗暨生物技術學系,109062,0.947172
國立成功大學,交通管理科學系,4252,0.94682
國立中央大學,通訊工程學系,16232,0.940713
國立成功大學,成星招生甲組(文社),4492,0.930323
國立中山大學,電機工程學系,27082,0.928621
高雄醫學大學,呼吸治療學系,7032,0.927441
國立臺北大學,不動產與城鄉環境學系,99112,0.923991
國立臺北大學,會計學系,99062,0.92358
國立臺北教育大學,兒童英語教育學系(公費生乙組),32272,0.921874
臺北醫學大學,食品安全學系,109162,0.919554
國立臺灣師範大學,歷史學系,2132,0.918891
國立臺灣師範大學,數學系,2162,0.917903
國立臺北教育大學,社會與區域發展學系,32082,0.916387
國立政治大學,土耳其語文學系,6332,0.910657
臺北醫學大學,保健營養學系,109082,0.906108
國立交通大學,生物科技學系,13172,0.903233
國立成功大學,數學系,4052,0.900981
國立清華大學,原子科學院學士班,11262,0.900974
國立清華大學,資訊工程學系甲組(電子資訊組),11352,0.897376
國立臺灣師範大學,科技應用與人力資源發展學系,2242,0.889466
國立成功大學,生物醫學工程學系,4212,0.880572
國立聯合大學,建築學系,151072,0.878698
淡江大學,建築學系,14362,0.877966
國立交通大學,外國語文學系,13232,0.876828
國立臺北教育大學,教育學系,32012,0.873914
東吳大學,法律學系,5162,0.872894
國立中興大學,昆蟲學系,3322,0.870918
國立清華大學,經濟學系,11132,0.870514
國立成功大學,地球科學系,4082,0.86508
國立成功大學,資訊工程學系,4402,0.862913
國立成功大學,成星招生乙組(管理),4502,0.861581
國立成功大學,物理學系,4062,0.855699
國立臺灣師範大學,美術學系國畫組,2382,0.853468
國立成功大學,政治學系,4352,0.851719
中原大學,室內設計學系,8302,0.845961
國立臺灣師範大學,生命科學系,2192,0.845115
國立中興大學,動物科學系,3332,0.844076
長榮大學,資訊暨設計學院學士班數位內容設計組,51742,0.842786
國立臺灣藝術大學,圖文傳播藝術學系,56012,0.842707
國立臺北教育大學,藝術與造形設計學系藝術組,32332,0.840332
國立成功大學,測量及空間資訊學系,4202,0.840129
開南大學,交通運輸學系,110082,0.838733
國立嘉義大學,獸醫學系,100382,0.835553
國立清華大學,資訊工程學系丙組(人工智慧組),11372,0.833759
國立中央大學,光電科學與工程學系,16082,0.831876
國立體育大學,適應體育學系(圍棋組),39052,0.829281
國立成功大學,都市計劃學系,4432,0.829029
長庚大學,職能治療學系,30072,0.82841
臺北醫學大學,牙體技術學系,109132,0.828402
國立彰化師範大學,公共事務與公民教育學系公共事務組,23212,0.82813
國立成功大學,外國語文學系,4022,0.82304
國立臺北教育大學,語文與創作學系語文師資組,32102,0.815788
臺北醫學大學,呼吸治療學系,109112,0.812659
國立中央大學,電機工程學系,16202,0.806428
國立臺灣師範大學,公民教育與活動領導學系,2072,0.804292
輔仁大學,影像傳播學系,20052,0.801728
國立成功大學,能源工程國際學士學位學程,4222,0.801715
國立中央大學,大氣科學學系大氣組,16252,0.799229
國立高雄大學,金融管理學系,101132,0.798794
臺北市立大學,衛生福利學系,35232,0.797056
慈濟大學,物理治療學系,108062,0.796514
國立臺灣師範大學,表演藝術學士學位學程,2352,0.7956
高雄醫學大學,醫藥暨應用化學系醫藥化學組,7152,0.79188
國立臺北大學,公共行政暨政策學系,99092,0.791759
國立臺灣師範大學,教育心理與輔導學系,2022,0.788843
國立交通大學,旋坤揚帆招生丙組(理學生科),13282,0.787836
國立臺灣師範大學,企業管理學系,2312,0.7832
臺北醫學大學,公共衛生學系,109092,0.780683
國立中正大學,嘉星招生辛組(生心),41372,0.776627
國立交通大學,管理科學系,13202,0.773258
亞洲大學,資訊傳播學系智慧互動應用組,134252,0.772039
國立清華大學,動力機械工程學系甲組,11282,0.771067
高雄醫學大學,薪火招生C組,7232,0.768284
中山醫學大學,語言治療與聽力學系聽力組,26062,0.767179
國立成功大學,系統及船舶機電工程學系,4172,0.766999
國立中央大學,向日葵聯合招生丁組(工程),16352,0.764066
國立成功大學,成星招生丙組(理),4512,0.76307
國立中興大學,食品暨應用生物科技學系,3262,0.762983
國立成功大學,航空太空工程學系,4182,0.762414
中國醫藥大學,物理治療學系,12092,0.762364
國立臺灣藝術大學,廣播電視學系,56022,0.753379
國立臺北教育大學,心理與諮商學系,32062,0.752523
大同大學,工業設計學系,19052,0.745429
逢甲大學,建築專業學院學士班,15372,0.74462
國立臺北大學,金融與合作經營學系,99052,0.740317
國立中興大學,園藝學系,3282,0.735078
國立中央大學,英美語文學系,16022,0.726809
國立交通大學,旋坤揚帆招生乙組(工程),13272,0.726468
國立臺北大學,休閒運動管理學系,99082,0.722228
國立成功大學,生物科技與產業科學系,4462,0.719358
中山醫學大學,物理治療學系,26032,0.714625
輔仁大學,新聞傳播學系,20062,0.70595
中山醫學大學,語言治療與聽力學系語言治療組,26052,0.704031
高雄醫學大學,運動醫學系,7022,0.69541
開南大學,休閒事業管理學系,110092,0.693223
國立臺東大學,音樂學系(一般生),38182,0.692903
國立中正大學,嘉星招生戊組(理),41342,0.690975
長庚大學,護理學系,30032,0.689536
中國醫藥大學,營養學系,12082,0.689072
國立政治大學,英國語文學系,6282,0.689007
國立臺南大學,教育學系(公費生甲組),33202,0.688916
國立清華大學,旭日招生甲組(人文、教育),11472,0.686378
國立清華大學,生醫工程與環境科學系,11232,0.685014
義守大學,智慧化自動控制英語學士學位學程,45122,0.684198
中原大學,商業設計學系產品設計組,8322,0.680313
長庚大學,化工與材料工程學系,30122,0.679505
長庚大學,醫學影像暨放射科學系,30052,0.67933
國立臺灣藝術大學,音樂學系,56052,0.678625
國立中央大學,生醫科學與工程學系,16312,0.673172
國立中央大學,向日葵聯合招生乙組(商管),16332,0.670867
國立臺灣師範大學,健康促進與衛生教育學系,2042,0.668773
國立交通大學,人文社會學系,13252,0.66817
國立中山大學,政治經濟學系,27192,0.667911
國立成功大學,工程科學系,4162,0.66632
輔仁大學,織品服裝學系服飾設計組,20342,0.665657
國立清華大學,特殊教育學系,11082,0.663584
國立交通大學,應用數學系,13162,0.659469
輔仁大學,職能治療學系,20152,0.658446
國立臺北教育大學,數位科技設計學系,32232,0.652598
國立臺北教育大學,教育經營與管理學系,32022,0.650088
國立彰化師範大學,會計學系,23172,0.648052
國立中興大學,土壤環境科學系,3342,0.642084
國立東華大學,資訊工程學系國際組,34082,0.64196
國立暨南國際大學,不分系招生(音樂飛揚組),58252,0.638817
國立交通大學,資訊工程學系(甲組),13042,0.635132
國立政治大學,歷史學系,6022,0.632432
佛光大學,中國文學與應用學系,130152,0.63061
高雄醫學大學,醫學影像暨放射科學系,7102,0.628298
國立臺北教育大學,藝術與造形設計學系設計組,32162,0.628087
國立臺北大學,應用外語學系,99162,0.628079
國立臺北教育大學,特殊教育學系,32052,0.626949
中山醫學大學,職能治療學系,26042,0.626236
臺北醫學大學,生物醫學工程學系,109152,0.625525
國立中山大學,光電工程學系,27112,0.623817
國立中央大學,機械工程學系光機電工程組,16102,0.620199
國立中正大學,資訊管理學系,41242,0.617685
國立臺灣師範大學,臺灣語文學系,2152,0.616611
國立臺北教育大學,文化創意產業經營學系,32142,0.616268
高雄醫學大學,心理學系,7192,0.614298
臺北醫學大學,護理學系,109072,0.609604
國立陽明大學,學士班大一大二不分系,25122,0.606002
國立中央大學,中國文學系,16012,0.605934
國立臺南大學,教育學系(公費生乙組),33212,0.603998
國立清華大學,計量財務金融學系,11152,0.602673
國立臺灣師範大學,營養科學學士學位學程,2232,0.598287
南華大學,資訊工程學系社會組,59252,0.596955
國立中興大學,土木工程學系,3172,0.594289
高雄醫學大學,香粧品學系,7072,0.593117
高雄醫學大學,職能治療學系,7122,0.584319
長庚大學,工業設計學系,30172,0.573209
國立臺北教育大學,數學暨資訊教育學系資訊組,32182,0.570493
國立中正大學,成人及繼續教育學系,41282,0.568101
南華大學,資訊工程學系智慧產業樂齡樂活組,59272,0.567649
國立東華大學,物理學系物理組,34032,0.56506
國立中山大學,企業管理學系,27132,0.56141
國立中興大學,森林學系林學組,3292,0.56044
國立暨南國際大學,管理學院學士班,58142,0.559801
國立交通大學,機械工程學系,13092,0.556944
國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,23012,0.556602
靜宜大學,生態人文學系-一般組,18152,0.556389
國立臺北大學,企業管理學系,99042,0.555748
國立成功大學,資源工程學系,4132,0.547134
國立臺北教育大學,語文與創作學系文學創作組,32112,0.547059
國立中正大學,心理學系,41112,0.54329
國立彰化師範大學,英語學系,23092,0.542405
國立清華大學,清華學院學士班乙組(不分系招生-美術),11432,0.541866
國立高雄師範大學,工業科技教育學系科技教育與訓練組,22102,0.538267
國立臺南藝術大學,應用音樂學系,63022,0.538101
輔仁大學,音樂學系應用音樂組,20542,0.537647
國立彰化師範大學,數學系,23042,0.529784
國立臺灣大學,醫學工程學系,1352,0.528667
臺北醫學大學,口腔衛生學系,109142,0.524507
國立中正大學,經濟學系,41202,0.523662
國立臺北大學,中國文學系,99152,0.509281
國立中山大學,劇場藝術學系,27032,0.50865
國立清華大學,教育與學習科技學系,11052,0.506427
東海大學,經濟學系產業經濟組,9372,0.502367
臺北市立大學,學習與媒材設計學系,35072,0.501472
國立臺灣師範大學,社會教育學系,2032,0.499786
國立臺南大學,英語學系,33062,0.499384
亞洲大學,創意商品設計學系科技商品設計組,134482,0.498663
臺北醫學大學,高齡健康管理學系,109122,0.493143
國立中山大學,海洋科學系,27182,0.492331
中國醫藥大學,生物醫學影像暨放射科學學系,12142,0.491317
國立臺灣海洋大學,光電與材料科技學系,21222,0.489352
國立臺北教育大學,自然科學教育學系,32202,0.485978
國立高雄師範大學,英語學系,22152,0.479885
國立中興大學,生命科學系,3382,0.479413
佛光大學,資訊應用學系(數位遊戲開發組),130142,0.476645
臺北市立大學,幼兒教育學系,35042,0.475142
國立中正大學,政治學系,41132,0.473725
國立中正大學,通訊工程學系,41192,0.473101
中國文化大學,大氣科學系,17142,0.471631
國立中興大學,會計學系,3072,0.470863
國立中興大學,化學工程學系,3192,0.467949
國立屏東大學,應用物理系物理組,36232,0.466375
國立中興大學,生物產業機電工程學系,3242,0.464072
國立中興大學,興翼招生E組(工程相關),3442,0.462575
國立成功大學,法律學系,4372,0.462425
輔仁大學,織品服裝學系織品設計組,20332,0.462146
輔仁大學,呼吸治療學系,20162,0.460257
國立東華大學,光電工程學系,34112,0.459837
國立臺北大學,社會工作學系,99142,0.459372
開南大學,企業與創業管理學系,110012,0.457998
國立中央大學,資訊管理學系,16162,0.455566
國立臺南大學,教育學系(公費生丙組),33222,0.45512
國立臺灣海洋大學,環境生物與漁業科學學系,21152,0.451686
國立臺灣海洋大學,航運管理學系,21022,0.44944
國立中山大學,海洋環境及工程學系,27172,0.44724
國立中山大學,資訊工程學系,27102,0.44693
國立中正大學,化學工程學系,41182,0.445203
國立政治大學,日本語文學系,6312,0.443432
國立彰化師範大學,物理學系光電組,23062,0.443431
長庚大學,資訊工程學系,30142,0.440094
高雄醫學大學,醫藥暨應用化學系應用化學組,7162,0.439292
國立中央大學,企業管理學系,16152,0.437727
中山醫學大學,醫學影像暨放射科學系,26092,0.437452
國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,23022,0.437162
國立中正大學,財務金融學系,41212,0.436057
國立臺灣海洋大學,河海工程學系,21122,0.434071
國立臺灣師範大學,電機工程學系,2272,0.431428
國立臺灣師範大學,圖文傳播學系,2252,0.431028
國立中興大學,水土保持學系,3252,0.4276
東海大學,永續科學與工程學士學位學程(英語專班),9532,0.42502
國立臺北教育大學,數學暨資訊教育學系數學組,32172,0.424872
長庚大學,生物醫學系,30082,0.424753
東吳大學,微生物學系應用微生物組,5132,0.423971
國立臺灣師範大學,設計學系產品設計組,2322,0.423568
國立宜蘭大學,化學工程與材料工程學系,150062,0.422305
大葉大學,工業設計學系,42472,0.422158
東吳大學,經濟學系,5172,0.422152
台灣首府大學,觀光事業管理學系(休閒旅遊組),111052,0.418819
佛光大學,產品與媒體設計學系(數位視覺設計組),130082,0.415001
長庚大學,電子工程學系,30132,0.414146
國立高雄大學,資訊工程學系(APCS組),101252,0.412826
淡江大學,全球政治經濟學系全英語學士班(蘭陽校園),14532,0.410864
輔仁大學,英國語文學系,20272,0.409519
國立臺灣師範大學,學習科學學士學位學程,2092,0.409355
國立中興大學,應用數學系應用數學組,3142,0.407462
國立臺北大學,歷史學系,99172,0.406207
輔仁大學,法國語文學系,20282,0.405769
國立中央大學,大氣科學學系太空組,16262,0.405464
國立中興大學,法律學系,3102,0.40522
臺北市立大學,數學系,35162,0.40351
