school_name,department_name,department_id,score
國立交通大學,電機工程學系(乙組),13022,1.668309
國立臺灣大學,醫學檢驗暨生物技術學系,1262,1.665361
佛光大學,未來與樂活產業學系,130292,1.662746
國立清華大學,材料科學工程學系,11302,1.655631
臺北醫學大學,醫學系,109012,1.648506
實踐大學,工業產品設計學系(臺北校區),50062,1.641245
國立臺灣大學,政治學系公共行政組,1182,1.634883
國立臺灣大學,機械工程學系,1312,1.634645
實踐大學,建築設計學系(臺北校區),50092,1.608194
東海大學,建築學系,9482,1.605046
國立臺灣大學,經濟學系,1192,1.596484
國立臺灣大學,哲學系,1042,1.587733
國立交通大學,資訊工程學系(乙組),13052,1.585662
國立臺灣大學,日本語文學系,1072,1.556618
國立臺灣師範大學,體育學系,2392,1.537864
臺北醫學大學,展翅B組,109182,1.528711
國立臺灣大學,化學工程學系,1322,1.513913
國立清華大學,清華學院學士班丙組(不分系招生-創新設計),11442,1.513814
慈濟大學,醫學系,108012,1.512482
輔仁大學,醫學系(繁星第八類),20592,1.508681
國立臺灣大學,生物機電工程學系,1452,1.488293
國立政治大學,外交學系,6162,1.480683
國立臺灣大學,職能治療學系,1292,1.476296
國立交通大學,應用化學系,13152,1.474238
馬偕醫學院,醫學系,152012,1.468989
國立清華大學,旭日招生丁組(工學院),11502,1.468746
國立政治大學,傳播學院大一大二不分系(社會組),6252,1.46236
國立政治大學,歐洲語文學系德文組,6352,1.458527
國立臺灣師範大學,設計學系視覺設計組,2362,1.457945
國立成功大學,建築學系,4422,1.457533
國立臺灣大學,工程科學及海洋工程學系,1332,1.454428
逢甲大學,美國加州聖荷西州立大學大數據雙學士學位學程,15402,1.450161
國立陽明大學,生物醫學影像暨放射科學系,25052,1.448038
國立清華大學,生命科學系,11392,1.447863
國立臺灣大學,農業化學系,1382,1.430825
國立臺灣大學,植物病理與微生物學系,1472,1.41246
國立清華大學,外國語文學系,11032,1.407219
長庚大學,中醫學系,30022,1.403931
國立中央大學,客家語文暨社會科學學系,16292,1.392846
國立成功大學,全校不分系學士學位學程,4472,1.36871
國立臺灣大學,土木工程學系,1302,1.358801
高雄醫學大學,藥學系,7062,1.354812
國立政治大學,資訊管理學系,6222,1.354565
國立政治大學,歐洲語文學系西班牙文組,6362,1.353098
國立中興大學,景觀與遊憩學士學位學程,3362,1.349879
高雄醫學大學,醫學系,7012,1.334918
國立清華大學,數學系甲組(數學組),11162,1.328411
開南大學,空運管理學系,110062,1.327247
國立清華大學,生命科學院學士班,11412,1.316571
開南大學,資訊管理學系,110102,1.308692
中山醫學大學,醫學系,26012,1.307974
實踐大學,媒體傳達設計學系創意媒體設計組(臺北校區),50082,1.306485
國立臺灣藝術大學,視覺傳達設計學系,56182,1.293184
國立陽明大學,不分系招生(璞玉B組),25142,1.282267
開南大學,物流與航運管理學系,110052,1.276782
國立中央大學,物理學系,16062,1.275754
開南大學,法律學系,110142,1.27038
國立臺灣師範大學,東亞學系,2302,1.264488
