department_id,student_id
1012,10020625
1012,10286301
1012,10013927
1012,10119919
1012,10027117
1012,10015702
1012,10313115
1012,10196637
1012,10287539
1012,10016001
1012,10267918
1012,10321340
1022,10021036
1022,10015818
1022,10007811
1022,10026313
1022,10021503
1022,10014926
1022,10015540
1022,10027901
1022,10017105
1022,10008411
1022,10053516
1022,10015905
1022,10011820
1022,10136520
1022,10244019
1022,10044814
1022,10172331
1022,10143024
1022,10294236
1022,10212501
1022,10321932
1022,10009827
1022,10013539
1022,10014639
1022,10016917
1022,10025925
1022,10059324
1022,10197412
1022,10246306
1022,10289729
1032,10221122
1032,10072432
1032,10146402
1032,10074801
1032,10314404
1032,10035938
1032,10102029
1032,10020527
1032,10143112
1032,10230335
1032,10320923
1032,10322126
1032,10175540
1032,10014540
1032,10112108
1032,10227326
1032,10005333
1032,10020722
1032,10024317
1032,10207221
1032,10233229
1032,10289405
1032,10112128
1032,10002618
1032,10053902
1032,10007123
1042,10023718
1042,10126837
1042,10120909
1042,10145028
1042,10000740
1042,10054736
1042,10015114
1042,10096734
1042,10041531
1042,10040931
1042,10085110
1042,10028037
1042,10049432
1042,10008119
1042,10119423
1042,10161305
1042,10040219
1042,10014413
1042,10025103
1042,10003139
1052,10290301
1052,10229038
1052,10044317
1052,10323224
1052,10179420
1052,10305732
1052,10017515
1052,10013815
1062,10005435
1062,10029229
1062,10058541
1062,10021436
1062,10121135
1062,10248101
1062,10284425
1062,10018741
1062,10128501
1062,10321423
1062,10145230
1062,10171135
1062,10046702
1062,10002825
1062,10145330
1062,10016817
1072,10289715
1072,10218523
1072,10147216
1072,10163615
1072,10249727
1072,10183633
1072,10109808
1072,10019629
1072,10252515
1072,10119633
1072,10183319
1072,10237101
1082,10037238
1082,10238627
1082,10045314
1082,10220640
1082,10149439
1082,10023909
1082,10143427
1082,10020415
1082,10021527
1082,10176803
1082,10179320
1092,10316735
1092,10298220
1092,10041432
1092,10035742
1092,10019539
1092,10037004
1092,10007101
1092,10141815
1092,10210239
1092,10018439
1092,10236528
1092,10184632
1092,10005909
1092,10012827
1092,10246238
1092,10253503
1092,10280519
1102,19112508
1102,10243919
1102,10007735
1102,10010527
1102,10197414
1102,10023528
1102,10281629
1102,10128134
1102,10111303
1102,10036226
1102,10017224
1102,10035930
1102,10004501
1102,10036126
1102,10008211
1102,10025102
1102,10321321
1102,10253601
1102,10170515
1102,10206502
1102,10172527
1102,10006329
1102,10143912
1102,10238315
1102,10220502
1102,10023439
1102,10026513
1102,10066724
1102,10176627
1102,10004413
1102,10175026
1102,10024212
1102,10172215
1112,10234414
1112,10197201
1112,10021041
1112,10246618
1112,10197627
1112,10077029
1112,10212212
1112,10178813
1112,10055023
1112,10018837
1112,10025315
1112,10073432
1112,10113627
1112,10010729
1112,10283501
1112,10044729
1112,10149625
1112,10163632
1112,10133137
1112,10008505
1112,10004741
1112,10321134
1112,10171625
1112,10025129
1112,10007033
1112,10012725
1112,10036816
1112,10038427
1112,10061825
1112,10146628
1112,10147114
1112,10207231
1112,10280107
1112,10303210
1122,10182610
1122,10143536
1122,10021634
1122,10172813
1122,10077415
1122,10016801
1122,10134105
1122,10181612
1122,10142622
1122,10023230
1122,10258224
1122,10173027
1122,10216110
1122,10001936
1122,10070405
1122,10290711
1122,10008327
1122,10310805
1122,10029939
1122,10018705
1122,10121235
1122,10238513
1132,10019605
1132,10173613
1132,10281321
1132,10119907
1132,10119909
1132,10119128
1132,10006009
1132,10080120
1132,10013641
1132,10243533
1132,10015339
1142,10284213
1142,10177140
1142,10162015
1142,10019329
1142,10100505
1142,10311417
1142,10017925
1142,10314624
1142,10321938
1142,10061338
1142,10026215
1142,10054106
1142,10228730
1142,10143312
1142,10030141
1142,10098024
1152,10277501
1152,10198101
1152,10008509
1152,10025539
1152,10149229
1152,10281936
1152,10128417
1152,10143010
1152,10098122
1152,10281701
1152,10021422
1152,10006031
1152,10196041
1152,10044717
1152,10111339
1162,19710807
1162,10213716
1162,10214204
1162,10288737
1162,10004437
1162,10036128
1162,10014039
1162,10018327
1162,10002326
1162,10014602
1162,10014326
1162,10240629
1172,10039331
1172,10290415
1172,10016701
1172,10035926
1172,10015438
1172,10197926
1172,10322031
1172,10004625
1172,10165920
1172,10145802
1172,10170705
1172,10175817
1172,10015813
1182,10248203
1182,10017301
1182,10165811
1182,10078409
1182,10018041
1182,10266604
1182,10223441
1182,10267040
1182,10252025
1182,10019937
1182,10016725
1182,10084734
1192,10016729
1192,10143524
1192,10038401
1192,10278433
1192,10017439
1192,10013615
1192,10006111
1192,10147718
1192,10023317
1192,10014405
1192,10014725
1192,10015714
1192,10007809
1192,10313212
1192,10145039
1192,10006007
1192,10173042
1192,10142713
1192,10012101
1192,10167235
1192,10227122
1192,10007807
1192,10036035
1192,10129341
1192,10008331
1192,10262306
1192,10072224
1192,10007635
1192,10136512
1192,10167535
1192,10215112
1192,10238337
1192,10020017
1192,10236615
1192,10252801
1192,10111629
1192,10012525
1192,10173701
1192,10080336
1192,10120223
1192,10036306
1192,10253520
1192,10111115
1192,10006117
1192,10015105
1192,10043414
1192,10128308
1192,10143224
1192,10321101
1202,10288827
1202,10014025
1202,10229230
1202,10292932
1202,10004317
1202,10143110
1202,10090034
1212,10049536
1212,10232927
1212,10184824
1212,10182409
1212,10027813
1212,10144301
1212,10321811
1212,10321241
1212,10183833
1212,10015215
1212,10021517
1212,10179424
1212,10020703
1212,10024225
1212,10247837
1212,10086735
1212,10011407
1222,10289327
1222,10193036
1222,10143834
1222,10013537
1222,10171303
1222,10032519
1222,10038703
1222,10286013
1222,10284203
1222,10020510
1222,10113637
1222,10098010
1222,10167111
1222,10243023
1222,10054142
1222,10280115
1222,10021520
1222,10285625
1222,10143724
1222,10010013
1222,10165532
1222,10197106
1222,10011512
1222,10284629
1222,10172115
1222,10246616
1222,10041729
1222,10286034
1222,10036514
1222,10289101
1222,10041129
1222,10047003
1222,10254518
1222,10015637
1222,10044928
1222,10234516
1222,10014305
1222,10243819
1222,10282736
1232,10288227
1232,10211717
1232,10001310
1232,10112503
1232,10196641
1232,10147139
1232,10278201
1232,10014513
1232,10321214
1242,10044828
1242,10021113
1242,10018937
1242,10043701
1242,10100941
1242,10238817
1242,10322104
1242,10112515
1242,10174742
1242,10142812
1242,10111605
1242,10168942
1242,10120431
1242,10320907
1242,10058708
1242,10071812
1242,10217922
1252,10061606
1252,10248235
1252,10037014
1252,10026917
1252,10011623
1252,10015013
1252,10093220
1252,10321011
1252,10011209
1252,10039019
1252,10044506
1252,10085834
1252,10113439
1262,10253039
1262,10197028
1262,10323427
1262,10059036
1262,10039401
1262,10021820
1262,10043611
1262,10253129
1262,10025405
1262,10111301
1262,10265724
1262,10086434
1262,10143534
1262,10119433
1262,10113327
1262,10257936
1262,10322507
1272,10045328
1272,10020413
1272,10101741
1272,10197941
1272,10016039
1272,10012717
1272,10105121
1272,10046937
1272,10020139
1272,10041007
1272,10022605
1272,10321141
1272,10181832
1272,10100232
1272,10239941
1272,10018339
1272,10035738
1272,10045430
1272,10072724
1282,10099931
1282,10023516
1282,10014429
1282,10204034
1282,10146728
1282,10112229
1282,10113313
1282,10045128
1282,10290141
1282,10109720
1282,10000622
1282,10321701
1282,10012127
1282,10254916
1282,10282937
1292,10007415
1292,10136332
1292,10021137
1292,10166031
1292,10047139
1292,10171815
1292,10012225
1292,10133634
1292,10023004
1292,10045818
1292,10233232
1292,10102534
1292,10258022
1292,10144203
1292,10286003
1292,10113329
1292,10166408
1292,10242935
1292,10312725
1292,10010933
1292,10011205
1292,10011237
1292,10136536
1292,10008607
1292,10010841
1292,10120033
1292,10032307
1292,10240503
1292,10036214
1292,10228805
1292,10011515
1292,10164113
1292,10170737
1292,10252215
1292,10194601
1292,10043705
1292,10166520
1292,10037114
1292,10246807
1292,10060014
1292,10246202
1292,10075717
1292,10171711
1292,10007436
1292,10174323
1292,10045416
1292,10278317
1292,10173805
1292,10011633
1292,10051809
1292,10319517
1292,10321310
1292,10112203
1292,10169620
1292,10246538
1292,10233928
1292,10033308
1292,10073813
1292,10121535
1292,10173615
1292,10253338
1292,10034402
1292,10002712
1292,10164301
1292,10010425
1292,10001632
1292,10274202
1292,10038820
1292,10258310
1292,10246702
1292,10321920
1292,10041832
1292,10168936
1292,10283627
1302,10285537
1302,10150215
1302,10007409
1302,10007821
1302,10010103
1302,10026137
1302,10009517
1302,10283717
1302,10033933
1302,10126041
1302,10098110
1302,10129303
1302,10006613
1302,10147418
1302,10171437
1302,10019313
1302,10173501
1302,10037106
1302,10001012
1302,10310926
1302,10207429
1302,10280921
1302,10285701
1302,10022326
1302,10230018
1302,10280821
1302,10144120
1302,10110132
1302,10173803
1302,10005139
1302,10239541
1302,10279705
1302,10037226
1302,10246338
1302,10121616
1302,10172937
1302,10060942
1302,10143236
1302,10263222
1302,10148017
1302,10031407
1302,10195313
1302,10215708
1302,10246738
1302,10027115
1302,10011241
1302,10010625
1302,10044818
1302,10143820
1302,10143908
1302,10015937
1302,10234339
1302,10025213
1302,10027703
1302,10171527
1302,10136222
1302,10026437
1302,10010429
1302,10021332
1302,10282917
1302,10019901
1302,10266528
1302,10168135
1302,10021924
1302,10053636
1302,10170813
1302,10010801
1302,10173818
1302,10246930
1302,10037202
1302,10280233
1302,10112039
1302,10112815
1302,10008419
1302,10051723
1302,10025425
1302,10045414
1302,10132129
1302,10150225
1302,10017003
1302,10244109
1302,10262316
1302,10007733
1302,10247018
1302,10282203
1302,10045937
1302,10023529
1302,10022829
1302,10136034
1302,10247106
1302,10026013
1302,10026434
1302,10286415
1302,10311701
1312,10007233
1312,10043310
1312,10043706
1312,10025029
1312,10006135
1312,10119211
1312,10008135
1312,10240113
1312,10252139
1312,10227308
1312,10112041
1312,10170803
1312,10234914
1312,10278421
1312,10253411
1312,10036014
1312,10021210
1312,10149505
1312,10310339
1312,10044006
1312,10010635
1312,10024004
1312,10177717
1312,10047041
1312,10032831
1312,10128824
1312,10133003
1312,10101815
1312,10144110
1312,10036638
1312,10173904
1312,10025215
1312,10022304
1312,10022437
1312,10107323
1312,10076525
1312,10228706
1312,10098014
1312,10147127
1312,10025227
1312,10322506
1312,10212320
1312,10039932
1312,10103842
1312,10044013
1312,10144032
1312,10311301
1312,10095136
1312,10144429
1312,10045138
1312,10194615
1312,10035816
1312,10277527
1312,10198117
1312,10194705
1312,10119635
1312,10234737
1312,10166409
1312,10321531
1312,10010305
1312,10011605
1312,10012713
1312,10033109
1312,10033235
1312,10037002
1312,10038439
1312,10038729
1312,10042018
1312,10045705
1312,10068711
1312,10080424
1312,10084034
1312,10093122
1312,10120734
1312,10131017
1312,10131229
1312,10146929
1312,10165410
1312,10232909
1312,10237003
1312,10241605
1312,10253705
1322,10317133
1322,10112701
